transaction_id,item_id,transaction_date,item_category,item_name,item_volume,item_price, workItem_id
211012,14919911,11/07/2013,User Story,$/R10/Main/Release/3.x/3.2/Servers/Store/App/Src/DAL.AccessServices/Retalix.DPOS.DataAccess.Manager/Units/StatelessSessionContext.cs,1,0,108519
211012,2243944,11/07/2013,User Story,$/R10/Main/Release/3.x/3.2/Servers/Store/App/Src/DAL.AccessServices/Retalix.DPOS.DataAccess.Manager/Retalix.DPOS.DataAccess.Manager.csproj,1,0,108519
211012,2240268,11/07/2013,User Story,$/R10/Main/Release/3.x/3.2/Servers/Store/App/Src/DAL.AccessServices/Tests/Retalix.DPOS.DataAccess.Manager.UnitTest/UnitOfWorkUnitShould.cs,1,0,108519
211012,2242593,11/07/2013,User Story,$/R10/Main/Release/3.x/3.2/Servers/Store/App/Src/DAL.AccessServices/Retalix.DPOS.DataAccess.Manager/Units/UnitOfWork.cs,1,0,108519
211012,2239187,11/07/2013,User Story,$/R10/Main/Release/3.x/3.2/Servers/Store/App/Src/BL.Model/Retalix.DPOS.Model/Infrastructure/DataAccess/IUnitOfWork.cs,1,0,108519
241756,16318158,01/15/2014,User Story,$/TargetCanada/Main/Trunk/StoreServer/App/Src/DispositionSlip/Retalix.Target.BC.DispositionSlip.Test/TargetReturnRuleExpressionAdaptorShould.cs,1,0,110740
211223,3107146,11/07/2013,User Story,$/TargetCanada/Main/Trunk/StoreServer/App/Src/Configuration/Retalix.Target.Configuration/Retalix.Target.Configuration.csproj,1,0,108519
292156,2245521,05/15/2014,User Story,$/R10/Main/Release/3.x/3.2/Servers/Store/App/Src/ServiceHost/Tests/Retalix.StoreServer.DAL.UnitTest/Item/ConsumableDaoShould.cs,1,0,140725
211147,14917739,11/07/2013,User Story,$/TargetCanada/Main/Trunk/StoreServer/App/Src/CommonUtils/Retalix.Target.TestingCommonUtils/InMemoryNHibernate/InMemoryNHibernateScope.cs,1,0,108519
211147,3107127,11/07/2013,User Story,$/TargetCanada/Main/Trunk/StoreServer/App/Src/CommonUtils/Retalix.Target.TestingCommonUtils/Retalix.Target.TestingCommonUtils.csproj,1,0,108519
282601,2208612,04/23/2014,User Story,$/R10/Main/Release/3.x/3.2/Clients/POS/Src/Tests/Retalix.Client.POS.BusinessObjects.UnitTest/CommandHandlers/TopUpCommandHandlerShould.cs,1,0,150899
282601,2221701,04/23/2014,User Story,$/R10/Main/Release/3.x/3.2/Office/Src/Web/Css/Layout.css,1,0,150899
282601,2218973,04/23/2014,User Story,$/R10/Main/Release/3.x/3.2/Office/Src/Web/Views/Login/ChangePassword.aspx,1,0,150899
282601,2218974,04/23/2014,User Story,$/R10/Main/Release/3.x/3.2/Office/Src/Web/Views/Login/Login.aspx,1,0,150899
282601,2218975,04/23/2014,User Story,$/R10/Main/Release/3.x/3.2/Office/Src/Web/Views/Office/Index.aspx,1,0,150899
223399,15615469,12/05/2013,User Story,$/TargetCanada/Main/Trunk/StoreServer/App/Src/DispositionSlip/BC.DispositionSlip/Strategies/AllowReturnOTCItemStrategy.cs,1,0,110740
223399,15615561,12/05/2013,User Story,$/TargetCanada/Main/Trunk/StoreServer/App/Src/DispositionSlip/Retalix.Target.BC.DispositionSlip.Test/AllowReturnOTCItemStrategyShould.cs,1,0,110740
287065,2231093,05/01/2014,User Story,$/R10/Main/Release/3.x/3.2/Servers/Store/App/Src/BL.BusinessServices/Retalix.StoreServer.BusinessServices.Maintenance/Consumable/DmsProvider/ConsumableMovableDao.cs,1,0,154075
287065,6295056,05/01/2014,User Story,$/R10/Main/Release/3.x/3.2/Servers/Store/App/Src/BL.BusinessServices/Tests/Retalix.StoreServer.BusinessServices.Maintenance.Test/Consumable/DmsDataProvider/ConsumableMovableDaoShould.cs,1,0,154075
287065,2231080,05/01/2014,User Story,$/R10/Main/Release/3.x/3.2/Servers/Store/App/Src/BL.BusinessServices/Retalix.StoreServer.BusinessServices.Maintenance/Consumable/AccessServices/ConsumableContractToModel.cs,1,0,154075
287065,2231081,05/01/2014,User Story,$/R10/Main/Release/3.x/3.2/Servers/Store/App/Src/BL.BusinessServices/Retalix.StoreServer.BusinessServices.Maintenance/Consumable/AccessServices/ConsumableModelToContract.cs,1,0,154075
287065,2918647,05/01/2014,User Story,$/R10/Main/Release/3.x/3.2/Servers/Store/App/Src/BL.BusinessServices/Retalix.StoreServer.BusinessServices.Maintenance/Consumable/DmsProvider/ConsumableDmsFilter.cs,1,0,154075
219419,3107100,11/26/2013,User Story,$/TargetCanada/Main/Trunk/StoreServer/App/Src/CommonUtils/Retalix.Target.CommonUtils/Retalix.Target.CommonUtils.csproj,1,0,107839
219419,3107193,11/26/2013,User Story,$/TargetCanada/Main/Trunk/StoreServer/App/Src/ConfigurationService/BusinessServices.Test/MaintenanceServiceAdaptorShould.cs,1,0,107839
219419,3107313,11/26/2013,User Story,$/TargetCanada/Main/Trunk/StoreServer/App/Src/ConfigurationService/Model/IConfigurationMaintenanceAction.cs,1,0,107839
219419,15329169,11/26/2013,User Story,$/TargetCanada/Main/Trunk/StoreServer/App/Src/CommonUtils/Retalix.Target.CommonUtils/Encryption/EncryptionProvider.cs,1,0,107839
219419,3107192,11/26/2013,User Story,$/TargetCanada/Main/Trunk/StoreServer/App/Src/ConfigurationService/BusinessServices.Test/LookupServiceResponseBuilderShould.cs,1,0,107839
219419,3107198,11/26/2013,User Story,$/TargetCanada/Main/Trunk/StoreServer/App/Src/ConfigurationService/BusinessServices.Test/Retalix.Target.BusinessServices.ConfigurationService.Test.csproj,1,0,107839
219419,3107218,11/26/2013,User Story,$/TargetCanada/Main/Trunk/StoreServer/App/Src/ConfigurationService/BusinessServices/Retalix.Target.BusinessServices.ConfigurationService.csproj,1,0,107839
219419,3107187,11/26/2013,User Story,$/TargetCanada/Main/Trunk/StoreServer/App/Src/ConfigurationService/BusinessServices.Test/ConfigurationMaintenanceActionShould.cs,1,0,107839
219419,3107263,11/26/2013,User Story,$/TargetCanada/Main/Trunk/StoreServer/App/Src/ConfigurationService/Contract/Schema/Maintenance/ConfigurationMaintenanceServiceRequest.xsd,1,0,107839
219419,3107229,11/26/2013,User Story,$/TargetCanada/Main/Trunk/StoreServer/App/Src/ConfigurationService/BusinessServices/Lookup/LookupServiceResponseBuilder.cs,1,0,107839
219419,3107230,11/26/2013,User Story,$/TargetCanada/Main/Trunk/StoreServer/App/Src/ConfigurationService/BusinessServices/Maintenance/ConfigurationMaintenanceAction.cs,1,0,107839
219419,3107231,11/26/2013,User Story,$/TargetCanada/Main/Trunk/StoreServer/App/Src/ConfigurationService/BusinessServices/Maintenance/ConfigurationMaintenanceService.cs,1,0,107839
219419,3107188,11/26/2013,User Story,$/TargetCanada/Main/Trunk/StoreServer/App/Src/ConfigurationService/BusinessServices.Test/ConfigurationMaintenanceServiceShould.cs,1,0,107839
219419,3107238,11/26/2013,User Story,$/TargetCanada/Main/Trunk/StoreServer/App/Src/ConfigurationService/Contract/Retalix.Target.Contract.ConfigurationService.csproj,1,0,107839
219419,3107232,11/26/2013,User Story,$/TargetCanada/Main/Trunk/StoreServer/App/Src/ConfigurationService/BusinessServices/Maintenance/MaintenanceServiceAdaptor.cs,1,0,107839
219419,15329889,11/26/2013,User Story,$/TargetCanada/Main/Trunk/StoreServer/App/Src/CommonUtils/Retalix.Target.CommonUtils/Encryption,1,0,107839
219419,15328041,11/26/2013,User Story,$/TargetCanada/Main/Trunk/StoreServer/App/Src/ConfigurationService/BusinessServices.Test/Xmls/ConfigurationMaintenanceServiceRequestWithEncryptionFlag.xml,1,0,107839
219419,3107279,11/26/2013,User Story,$/TargetCanada/Main/Trunk/StoreServer/App/Src/ConfigurationService/Contract/SchemaObjects/Maintenance/ConfigurationMaintenanceServiceRequest.cs,1,0,107839
