transaction_id,item_id,transaction_date,item_category,item_name,item_volume,item_price
294728,20972430,05/20/2014,Bug,$/R10/Main/Release/5.x/5.1/Office/Src/Modules/Promotion/Tests/ViewModels/Promotion/Canvas/Rewards/MonetaryRewards/FreeItem/DataMapping/ActionPromotionFreeItemPerUomMapperShould.cs,1,0
294728,20980882,05/20/2014,Bug,$/R10/Main/Release/5.x/5.1/Office/Src/Modules/Promotion/Web/ViewModels/Promotion/Canvas/Rewards/MonetaryRewards/PercentOff/DataMapping/ActionPromotionPercentOffPerTicketMapper.cs,1,0
294728,20980881,05/20/2014,Bug,$/R10/Main/Release/5.x/5.1/Office/Src/Modules/Promotion/Web/ViewModels/Promotion/Canvas/Rewards/MonetaryRewards/PercentOff/DataMapping/ActionPromotionPercentOffPerItemMapper.cs,1,0
294728,20980880,05/20/2014,Bug,$/R10/Main/Release/5.x/5.1/Office/Src/Modules/Promotion/Web/ViewModels/Promotion/Canvas/Rewards/MonetaryRewards/PercentOff/DataMapping/ActionPromotionPercentOffMapper.cs,1,0
294728,20972429,05/20/2014,Bug,$/R10/Main/Release/5.x/5.1/Office/Src/Modules/Promotion/Tests/ViewModels/Promotion/Canvas/Rewards/MonetaryRewards/FreeItem/DataMapping/ActionPromotionFreeItemMapperShould.cs,1,0
294728,20972434,05/20/2014,Bug,$/R10/Main/Release/5.x/5.1/Office/Src/Modules/Promotion/Tests/ViewModels/Promotion/Canvas/Rewards/MonetaryRewards/NewPrice/DataMapping/ActionPromotionNewPricePerUomMapperShould.cs,1,0
294728,20972433,05/20/2014,Bug,$/R10/Main/Release/5.x/5.1/Office/Src/Modules/Promotion/Tests/ViewModels/Promotion/Canvas/Rewards/MonetaryRewards/NewPrice/DataMapping/ActionPromotionNewPricePerItemMapperShould.cs,1,0
294728,20980876,05/20/2014,Bug,$/R10/Main/Release/5.x/5.1/Office/Src/Modules/Promotion/Web/ViewModels/Promotion/Canvas/Rewards/MonetaryRewards/NewPrice/DataMapping/ActionPromotionNewPricePerItemMapper.cs,1,0
294728,20980877,05/20/2014,Bug,$/R10/Main/Release/5.x/5.1/Office/Src/Modules/Promotion/Web/ViewModels/Promotion/Canvas/Rewards/MonetaryRewards/NewPrice/DataMapping/ActionPromotionNewPricePerUomMapper.cs,1,0
294728,20972432,05/20/2014,Bug,$/R10/Main/Release/5.x/5.1/Office/Src/Modules/Promotion/Tests/ViewModels/Promotion/Canvas/Rewards/MonetaryRewards/NewPrice/DataMapping/ActionPromotionNewPriceMapperShould.cs,1,0
294728,20972438,05/20/2014,Bug,$/R10/Main/Release/5.x/5.1/Office/Src/Modules/Promotion/Tests/ViewModels/Promotion/Canvas/Rewards/MonetaryRewards/PercentOff/DataMapping/ActionPromotionPercentOffPerTicketMapperShould.cs,1,0
294728,20980875,05/20/2014,Bug,$/R10/Main/Release/5.x/5.1/Office/Src/Modules/Promotion/Web/ViewModels/Promotion/Canvas/Rewards/MonetaryRewards/NewPrice/DataMapping/ActionPromotionNewPriceMapper.cs,1,0
294728,20972437,05/20/2014,Bug,$/R10/Main/Release/5.x/5.1/Office/Src/Modules/Promotion/Tests/ViewModels/Promotion/Canvas/Rewards/MonetaryRewards/PercentOff/DataMapping/ActionPromotionPercentOffPerItemMapperShould.cs,1,0
294728,20980872,05/20/2014,Bug,$/R10/Main/Release/5.x/5.1/Office/Src/Modules/Promotion/Web/ViewModels/Promotion/Canvas/Rewards/MonetaryRewards/FreeItem/DataMapping/ActionPromotionFreeItemPerUomMapper.cs,1,0
294728,20972436,05/20/2014,Bug,$/R10/Main/Release/5.x/5.1/Office/Src/Modules/Promotion/Tests/ViewModels/Promotion/Canvas/Rewards/MonetaryRewards/PercentOff/DataMapping/ActionPromotionPercentOffMapperShould.cs,1,0
294728,20980871,05/20/2014,Bug,$/R10/Main/Release/5.x/5.1/Office/Src/Modules/Promotion/Web/ViewModels/Promotion/Canvas/Rewards/MonetaryRewards/FreeItem/DataMapping/ActionPromotionFreeItemMapper.cs,1,0
290424,20778748,05/12/2014,Bug,$/R10/Main/Trunk/Servers/Store/DB/Scripts/DMS/SqlServer/Code/StoredProcedures/DMS_ServerComponentsInfo_Update.sql,1,0
285994,15029617,04/30/2014,Bug,$/R10/Main/Trunk/Servers/Store/Tests/Integration/Src/Retalix.IntegrationTests.Tax/Brackets.cs,1,0
299119,19122879,05/28/2014,Bug,$/R10/Main/Trunk/Servers/Store/App/Src/DAL.ConnectivityServices/Tests/CDM.Test/AccountTransactionAuditMovableDaoShould.cs,1,0
299119,9648557,05/28/2014,Bug,$/R10/Main/Trunk/Servers/Store/App/Src/DAL.ConnectivityServices/CDM/DMS/AccountTransactionAudit/AccountTransactionAuditBulkLoader.cs,1,0
294733,7137163,05/20/2014,Bug,$/R10/Main/Trunk/Office/Src/Modules/CashOffice/Reports/Rdlc/TillBalance/TillBalance.rdlc,1,0
299116,21608673,05/28/2014,Bug,$/R10/Main/Release/5.x/5.1.p/Servers/ReportingWarehouse/R10_Analytics_ETL/DimensionTransform.dtsx,1,0
299116,21608643,05/28/2014,Bug,$/R10/Main/Release/5.x/5.1.p/Servers/ReportingWarehouse/R10_Analytics_Cube/Loyalty.cube,1,0
299116,21608656,05/28/2014,Bug,$/R10/Main/Release/5.x/5.1.p/Servers/ReportingWarehouse/R10_Analytics_Cube/ReportingWarehouse.dsv,1,0
299116,21608679,05/28/2014,Bug,$/R10/Main/Release/5.x/5.1.p/Servers/ReportingWarehouse/R10_Analytics_ETL/Parse_TLOG.dtsx,1,0
299116,21608678,05/28/2014,Bug,$/R10/Main/Release/5.x/5.1.p/Servers/ReportingWarehouse/R10_Analytics_ETL/Main.dtsx,1,0
299116,21608667,05/28/2014,Bug,$/R10/Main/Release/5.x/5.1.p/Servers/ReportingWarehouse/R10_Analytics_ETL/BaseOlapDB.xmla,1,0
299116,21608684,05/28/2014,Bug,$/R10/Main/Release/5.x/5.1.p/Servers/ReportingWarehouse/R10_Analytics_ETL/SSAS_Process.dtsx,1,0
285998,7135359,04/30/2014,Bug,$/R10/Main/Trunk/Contracts/Src/Contracts/Schemas/ProductDomain/Price/PriceMaintenanceV2.0.0.xsd,1,0
285998,8250852,04/30/2014,Bug,$/R10/Main/Trunk/Contracts/Src/Contracts/Schemas/ProductDomain/Product/ProductLookupV2.0.0.xsd,1,0
285998,7818351,04/30/2014,Bug,$/R10/Main/Trunk/Contracts/Src/Contracts/Schemas/ProductDomain/Product/ProductMaintenanceV2.0.0.xsd,1,0
290430,20344579,05/12/2014,Bug,$/R10/Main/Trunk/Office/Src/Modules/Promotion/Tests/ViewModels/CouponSeries/ContactToCouponSeriesViewModelShould.cs,1,0
290430,3118032,05/12/2014,Bug,$/R10/Main/Trunk/Office/Src/Modules/Promotion/Tests/Stubs/PromotionServiceStub.cs,1,0
290430,3118332,05/12/2014,Bug,$/R10/Main/Trunk/Office/Src/Modules/Promotion/Tests/Controllers/PromotionControllerShould.cs,1,0
290430,3306335,05/12/2014,Bug,$/R10/Main/Trunk/Office/Src/Modules/Promotion/Web/ViewModels/CouponSeries/DataMapping/CouponSeriesMappingConfiguration.cs,1,0
290430,3306316,05/12/2014,Bug,$/R10/Main/Trunk/Office/Src/Modules/Promotion/Web/Controllers/CouponSeriesController.cs,1,0
290430,20344580,05/12/2014,Bug,$/R10/Main/Trunk/Office/Src/Modules/Promotion/Tests/ViewModels/CouponSeries/CouponSeriesViewModelToContactShould.cs,1,0
299106,1250147,05/28/2014,Bug,$/R10/Main/Trunk/Clients/POS/Src/Retalix.Client.POS.BusinessObjects/ServiceAgents/Parsers/RetailTransactionLogLookup/SaleLineMapper.cs,1,0
295250,21811358,05/21/2014,Bug,$/R10/Main/Release/5.x/5.1.x/Servers/Store/App/Src/DAL.ConnectivityServices/Infrastructure/Queue/QueueMessage.hbm.xml,1,0
303920,19781363,06/10/2014,Bug,$/R10/Main/Trunk/Servers/Store/App/Src/ServiceHost/Tests/Retalix.StoreServer.Model.Test/Selling/Promotions/Conflict/ConflictPromotionShould.cs,1,0
299110,22198878,05/28/2014,Bug,$/R10/Main/Release/5.x/5.1.p/Servers/Store/DB/Scripts/ReportingWarehouse/SqlServer/Upgrade/5.1.0_5.1.001/0303_DataMD_Mng_ProcedureEngineFlow.sql,1,0
299110,22198879,05/28/2014,Bug,$/R10/Main/Release/5.x/5.1.p/Servers/Store/DB/Scripts/ReportingWarehouse/SqlServer/Upgrade/5.1.0_5.1.001/0304_SchemaSTG_ItemSales_Buffer.sql,1,0
299110,22198876,05/28/2014,Bug,$/R10/Main/Release/5.x/5.1.p/Servers/Store/DB/Scripts/ReportingWarehouse/SqlServer/Upgrade/5.1.0_5.1.001/0301_SchemaODS_PromotionsSummary.sql,1,0
299110,22199051,05/28/2014,Bug,$/R10/Main/Release/5.x/5.1.p/Servers/Store/DB/Scripts/ReportingWarehouse/SqlServer/Upgrade/5.1.0_5.1.001/0308_SchemaODS_TLogProc_Index.sql,1,0
299110,22198877,05/28/2014,Bug,$/R10/Main/Release/5.x/5.1.p/Servers/Store/DB/Scripts/ReportingWarehouse/SqlServer/Upgrade/5.1.0_5.1.001/0302_SchemaSTG_MRR_PromotionsSummary.sql,1,0
299110,22199050,05/28/2014,Bug,$/R10/Main/Release/5.x/5.1.p/Servers/Store/DB/Scripts/ReportingWarehouse/SqlServer/Upgrade/5.1.0_5.1.001/0307_SchemaODS_TenderSales.sql,1,0
299110,22390345,05/28/2014,Bug,$/R10/Main/Release/5.x/5.1.p/Servers/Store/DB/Scripts/ReportingWarehouse/SqlServer/Upgrade/5.1.0_5.1.1/0302_SchemaSTG_MRR_PromotionsSummary.sql,1,0
299110,22390344,05/28/2014,Bug,$/R10/Main/Release/5.x/5.1.p/Servers/Store/DB/Scripts/ReportingWarehouse/SqlServer/Upgrade/5.1.0_5.1.1/0301_SchemaODS_PromotionsSummary.sql,1,0
299110,22390347,05/28/2014,Bug,$/R10/Main/Release/5.x/5.1.p/Servers/Store/DB/Scripts/ReportingWarehouse/SqlServer/Upgrade/5.1.0_5.1.1/0304_SchemaSTG_ItemSales_Buffer.sql,1,0
299110,22390346,05/28/2014,Bug,$/R10/Main/Release/5.x/5.1.p/Servers/Store/DB/Scripts/ReportingWarehouse/SqlServer/Upgrade/5.1.0_5.1.1/0303_DataMD_Mng_ProcedureEngineFlow.sql,1,0
299110,22390349,05/28/2014,Bug,$/R10/Main/Release/5.x/5.1.p/Servers/Store/DB/Scripts/ReportingWarehouse/SqlServer/Upgrade/5.1.0_5.1.1/0306_DataMD_CustomerPropertyMap.sql,1,0
299110,22390348,05/28/2014,Bug,$/R10/Main/Release/5.x/5.1.p/Servers/Store/DB/Scripts/ReportingWarehouse/SqlServer/Upgrade/5.1.0_5.1.1/0305_SchemaDBO_Fact_CustomerProductSales.sql,1,0
299110,22390351,05/28/2014,Bug,$/R10/Main/Release/5.x/5.1.p/Servers/Store/DB/Scripts/ReportingWarehouse/SqlServer/Upgrade/5.1.0_5.1.1/0308_SchemaODS_TLogProc_Index.sql,1,0
